source,target,cor,P/N
B_Kytococcus,B_Deinococcus,0.287321909,P
B_Fusobacterium,B_Deinococcus,0.401788242,P
B_Propionibacterium,B_Deinococcus,0.28343141,P
B_Rheinheimera,B_Deinococcus,0.294909234,P
B_Pseudonocardia,B_Deinococcus,0.319196468,P
B_Flavobacterium,B_Deinococcus,0.294181212,P
B_Pantoea,B_Deinococcus,0.290893354,P
B_Riemerella,B_Deinococcus,0.397413975,P
B_Candidatus Cardinium,B_Deinococcus,0.448337581,P
B_Elizabethkingia,B_Deinococcus,0.313280448,P
B_Lachnoanaerobaculum,B_Deinococcus,0.363009996,P
B_Schaalia,B_Deinococcus,0.32759753,P
B_Phenylobacterium,B_Deinococcus,0.282550687,P
B_Candidatus Sulcia,B_Deinococcus,0.300675911,P
B_Alistipes,B_Deinococcus,0.377080648,P
B_Candidatus Saccharimonas,B_Deinococcus,0.361204042,P
B_Corallococcus,B_Deinococcus,0.358631464,P
B_Arsenicicoccus,B_Deinococcus,0.292489136,P
B_Acetobacter,B_Deinococcus,0.315226428,P
B_Lutibacter,B_Deinococcus,0.405640729,P
B_Tetragenococcus,B_Deinococcus,0.279655017,P
B_Desulfovibrio,B_Deinococcus,0.287276728,P
B_Apibacter,B_Deinococcus,0.394220263,P
B_Micavibrio,B_Deinococcus,0.301989025,P
F_Hanseniaspora,B_Deinococcus,0.29227655,N
F_Mortierella,B_Deinococcus,0.295298402,N
B_Micrococcus,B_Chryseobacterium,0.49091877,P
B_Streptococcus,B_Chryseobacterium,0.360474081,P
B_Paracoccus,B_Chryseobacterium,0.425682435,P
B_Kocuria,B_Chryseobacterium,0.273375465,P
B_Sphingobium,B_Chryseobacterium,0.281997339,P
B_Dermacoccus,B_Chryseobacterium,0.421008207,P
B_Leptotrichia,B_Chryseobacterium,0.334981976,P
B_Neisseria,B_Chryseobacterium,0.414468157,P
B_Sphingobacterium,B_Chryseobacterium,0.301674053,P
B_Janibacter,B_Chryseobacterium,0.327819676,P
B_Kytococcus,B_Chryseobacterium,0.341163134,P
B_Fusobacterium,B_Chryseobacterium,0.306868992,P
B_Propionibacterium,B_Chryseobacterium,0.37508022,P
B_Pseudonocardia,B_Chryseobacterium,0.299041468,P
B_Capnocytophaga,B_Chryseobacterium,0.306911713,P
B_Gordonia,B_Chryseobacterium,0.332649305,P
B_Gemella,B_Chryseobacterium,0.327006651,P
B_Riemerella,B_Chryseobacterium,0.454985052,P
B_Candidatus Cardinium,B_Chryseobacterium,0.392556346,P
B_Elizabethkingia,B_Chryseobacterium,0.345912258,P
B_Cloacibacterium,B_Chryseobacterium,0.306536682,P
B_Lachnoanaerobaculum,B_Chryseobacterium,0.313531162,P
B_Thioclava,B_Chryseobacterium,0.286631302,P
B_Devosia,B_Chryseobacterium,0.299209126,P
B_Phenylobacterium,B_Chryseobacterium,0.299748488,P
B_Alistipes,B_Chryseobacterium,0.4273161,P
B_Auritidibacter,B_Chryseobacterium,0.300463838,P
B_Candidatus Saccharimonas,B_Chryseobacterium,0.354592639,P
B_Corallococcus,B_Chryseobacterium,0.396847503,P
B_Arsenicicoccus,B_Chryseobacterium,0.295167894,P
B_Pontibacter,B_Chryseobacterium,0.311715314,P
B_Martelella,B_Chryseobacterium,0.304247541,P
B_Zymomonas,B_Chryseobacterium,0.300732799,P
B_Lutibacter,B_Chryseobacterium,0.429148427,P
B_Apibacter,B_Chryseobacterium,0.34566843,P
B_Haematobacter,B_Chryseobacterium,0.301746838,P
B_Acholeplasma,B_Chryseobacterium,0.291970039,P
F_Tulostoma,B_Chryseobacterium,0.276755441,N
B_Paracoccus,B_Micrococcus,0.30993306,P
B_Kocuria,B_Micrococcus,0.413862519,P
B_Sphingobium,B_Micrococcus,0.340300683,P
B_Dermacoccus,B_Micrococcus,0.385422691,P
B_Roseomonas,B_Micrococcus,0.332373909,P
B_Microbacterium,B_Micrococcus,0.310344374,P
B_Neisseria,B_Micrococcus,0.344699817,P
B_Janibacter,B_Micrococcus,0.457495618,P
B_Dietzia,B_Micrococcus,0.332344846,P
B_Brachybacterium,B_Micrococcus,0.344662906,P
B_Kytococcus,B_Micrococcus,0.347527196,P
B_Rheinheimera,B_Micrococcus,0.325607353,P
B_Pseudonocardia,B_Micrococcus,0.351262206,P
B_Gordonia,B_Micrococcus,0.322069943,P
B_Halomonas,B_Micrococcus,0.27580605,P
B_Riemerella,B_Micrococcus,0.32845802,P
B_Candidatus Cardinium,B_Micrococcus,0.367267342,P
B_Elizabethkingia,B_Micrococcus,0.31811549,P
B_Cloacibacterium,B_Micrococcus,0.315048129,P
B_Citricoccus,B_Micrococcus,0.308054217,P
B_Lachnoanaerobaculum,B_Micrococcus,0.284811532,P
B_Thioclava,B_Micrococcus,0.303224966,P
B_Devosia,B_Micrococcus,0.273819576,P
B_Schaalia,B_Micrococcus,0.281883681,P
B_Xanthomonas,B_Micrococcus,0.29378282,P
B_Alistipes,B_Micrococcus,0.279777373,P
B_Auritidibacter,B_Micrococcus,0.361178557,P
B_Candidatus Saccharimonas,B_Micrococcus,0.305706189,P
B_Altererythrobacter,B_Micrococcus,0.305795223,P
B_Corallococcus,B_Micrococcus,0.353424217,P
B_Arsenicicoccus,B_Micrococcus,0.311712029,P
B_Lutibacter,B_Micrococcus,0.326053848,P
B_Apibacter,B_Micrococcus,0.29829794,P
B_Acidiphilium,B_Micrococcus,0.278870274,P
B_Micavibrio,B_Micrococcus,0.278505481,P
F_Mortierella,B_Micrococcus,0.345536047,N
B_Paracoccus,B_Streptococcus,0.382872969,P
B_Sphingobium,B_Streptococcus,0.317974543,P
B_Dermacoccus,B_Streptococcus,0.336355587,P
B_Lawsonella,B_Streptococcus,0.292748676,P
B_Leptotrichia,B_Streptococcus,0.357825792,P
B_Pseudoxanthomonas,B_Streptococcus,0.297388917,P
B_Neisseria,B_Streptococcus,0.289307087,P
B_Fusobacterium,B_Streptococcus,0.363042121,P
B_Anaerococcus,B_Streptococcus,0.301829889,P
B_Propionibacterium,B_Streptococcus,0.346923726,P
B_Rheinheimera,B_Streptococcus,0.276284053,P
B_Capnocytophaga,B_Streptococcus,0.339849038,P
B_Veillonella,B_Streptococcus,0.402469724,P
B_Enterococcus,B_Streptococcus,0.292081338,P
B_Riemerella,B_Streptococcus,0.310680565,P
B_Candidatus Cardinium,B_Streptococcus,0.289649558,P
B_Elizabethkingia,B_Streptococcus,0.30710978,P
B_Lachnoanaerobaculum,B_Streptococcus,0.333418527,P
B_Alistipes,B_Streptococcus,0.3665149,P
B_Candidatus Saccharimonas,B_Streptococcus,0.285739748,P
B_Corallococcus,B_Streptococcus,0.311777968,P
B_Tsukamurella,B_Streptococcus,0.289006655,P
B_Acetobacter,B_Streptococcus,0.355050942,P
B_Lutibacter,B_Streptococcus,0.313406533,P
B_Chromohalobacter,B_Streptococcus,0.300591424,P
B_Listeria,B_Streptococcus,0.281601558,P
F_Coccocarpia,B_Streptococcus,0.328584124,P
B_Paracoccus,B_Staphylococcus,0.27827531,P
B_Lawsonella,B_Staphylococcus,0.324511925,P
B_Haemophilus,B_Staphylococcus,0.310121393,P
B_Leptotrichia,B_Staphylococcus,0.294088344,P
B_Sphingosinicella,B_Staphylococcus,0.32069444,P
F_Cintractia,B_Staphylococcus,0.311465883,N
B_Sphingobium,B_Bacillus,0.27753531,P
B_Enterococcus,B_Bacillus,0.327074911,P
B_Thiococcus,B_Bacillus,0.317052743,P
F_Amniculicola,B_Bacillus,0.274362252,N
F_Monodictys,B_Bacillus,0.275248807,P
F_Placidium,B_Bacillus,0.274495163,P
F_Hypsizygus,B_Bacillus,0.322644755,P
F_Hydnochaete,B_Bacillus,0.283483287,P
B_Nocardia,B_Mycolicibacterium,0.411045051,P
B_Caulobacter,B_Mycolicibacterium,0.32547265,P
F_Velutarina,B_Mycolicibacterium,0.276087469,N
F_Ascitendus,B_Mycolicibacterium,0.339848331,N
B_Burkholderia,B_Yersinia,0.277045224,P
B_Halomonas,B_Yersinia,0.278383778,P
B_Alteromonas,B_Yersinia,0.371849473,P
B_Kushneria,B_Yersinia,0.365730959,P
B_Geobacillus,B_Yersinia,0.287538453,P
B_Pectobacterium,B_Yersinia,0.295200834,P
B_Acholeplasma,B_Yersinia,0.275727679,P
F_Macrohyporia,B_Yersinia,0.27584169,P
F_Melanopsichium,B_Yersinia,0.325858756,P
B_Paracoccus,B_Sphingomonas,0.380443946,P
B_Sphingobium,B_Sphingomonas,0.330362896,P
B_Methylobacterium,B_Sphingomonas,0.299075703,P
B_Neisseria,B_Sphingomonas,0.298269081,P
B_Rothia,B_Sphingomonas,0.305648005,P
B_Sphingosinicella,B_Sphingomonas,0.289477972,P
B_Citricoccus,B_Sphingomonas,0.301267318,P
B_Lysobacter,B_Sphingomonas,0.28208553,P
B_Nostoc,B_Sphingomonas,0.290531482,P
B_Saccharopolyspora,B_Sphingomonas,0.347241542,P
B_Aureimonas,B_Sphingomonas,0.276068017,P
B_Defluviimonas,B_Sphingomonas,0.3031088,P
F_Teratosphaeria,B_Sphingomonas,0.275488272,P
F_Xenoacremonium,B_Sphingomonas,0.283981388,N
F_Mortierella,B_Sphingomonas,0.373812631,N
B_Hydrogenophaga,B_Vibrio,0.273540243,P
B_Bdellovibrio,B_Vibrio,0.29586021,P
B_Microlunatus,B_Vibrio,0.291267673,N
B_Micropruina,B_Vibrio,0.283940261,N
F_Placidium,B_Vibrio,0.310775345,P
F_Buellia,B_Vibrio,0.313818403,P
F_Kazachstania,B_Vibrio,0.312806081,P
F_Tulostoma,B_Vibrio,0.333157629,P
F_Boletus,B_Vibrio,0.325086142,P
F_Boothiomyces,B_Vibrio,0.313703948,P
F_Claroideoglomus,B_Vibrio,0.369011565,P
F_Kuzuhaea,B_Vibrio,0.309103836,P
B_Actinomyces,B_Lactobacillus,0.303267451,P
B_Paracoccus,B_Actinomyces,0.275261756,P
F_Periconia,B_Actinomyces,0.309996118,N
F_Tylopilus,B_Actinomyces,0.282463229,N
B_Bradyrhizobium,B_Streptomyces,0.342823079,P
B_Terriglobus,B_Streptomyces,0.290533573,P
B_Kitasatospora,B_Streptomyces,0.296885083,P
F_Paraphaeosphaeria,B_Streptomyces,0.28062526,P
F_Penicillium,B_Streptomyces,0.365951414,P
F_Dactylina,B_Streptomyces,0.312000266,P
F_Platythecium,B_Streptomyces,0.303131373,P
F_Saccharomyces,B_Streptomyces,0.288811499,P
F_Podospora,B_Streptomyces,0.301386024,P
F_Inocybe,B_Streptomyces,0.30916537,P
F_Boletus,B_Streptomyces,0.282723942,P
F_Cintractia,B_Streptomyces,0.288157302,P
F_Mortierella,B_Streptomyces,0.286651715,N
B_Kocuria,B_Paracoccus,0.318497701,P
B_Sphingobium,B_Paracoccus,0.275593975,P
B_Lawsonella,B_Paracoccus,0.279352777,P
B_Leptotrichia,B_Paracoccus,0.287398685,P
B_Neisseria,B_Paracoccus,0.298751765,P
B_Acidovorax,B_Paracoccus,0.292481952,P
B_Veillonella,B_Paracoccus,0.278191124,P
B_Riemerella,B_Paracoccus,0.365106032,P
B_Candidatus Cardinium,B_Paracoccus,0.280264125,P
B_Elizabethkingia,B_Paracoccus,0.307638252,P
B_Sphingosinicella,B_Paracoccus,0.342528226,P
B_Bosea,B_Paracoccus,0.331816126,P
B_Citricoccus,B_Paracoccus,0.348258298,P
B_Thioclava,B_Paracoccus,0.299519997,P
B_Devosia,B_Paracoccus,0.287549175,P
B_Nostoc,B_Paracoccus,0.313352094,P
B_Alistipes,B_Paracoccus,0.297893565,P
B_Candidatus Saccharimonas,B_Paracoccus,0.287376737,P
B_Corallococcus,B_Paracoccus,0.329269735,P
B_Saccharopolyspora,B_Paracoccus,0.292353857,P
B_Acetobacter,B_Paracoccus,0.296538203,P
B_Solimonas,B_Paracoccus,0.297892612,P
B_Zymomonas,B_Paracoccus,0.28859011,P
B_Lutibacter,B_Paracoccus,0.333913606,P
B_Microcoleus,B_Paracoccus,0.298880723,P
F_Phyllopsora,B_Paracoccus,0.355028798,N
F_Medeolaria,B_Paracoccus,0.274675895,N
F_Clavispora,B_Paracoccus,0.284450222,N
F_Septoglomus,B_Paracoccus,0.303513865,N
F_Mortierella,B_Paracoccus,0.400826804,N
B_Dermacoccus,B_Kocuria,0.339701199,P
B_Leptotrichia,B_Kocuria,0.311162346,P
B_Roseomonas,B_Kocuria,0.28977451,P
B_Cellvibrio,B_Kocuria,0.281653824,P
B_Janibacter,B_Kocuria,0.373209281,P
B_Kytococcus,B_Kocuria,0.322251003,P
B_Gordonia,B_Kocuria,0.370441445,P
B_Cloacibacterium,B_Kocuria,0.347263694,P
B_Lachnoanaerobaculum,B_Kocuria,0.304654658,P
B_Schaalia,B_Kocuria,0.289973786,P
B_Auritidibacter,B_Kocuria,0.300638182,P
B_Luteimonas,B_Kocuria,0.288718055,P
B_Nesterenkonia,B_Kocuria,0.281819223,P
B_Corallococcus,B_Kocuria,0.287678336,P
B_Arsenicicoccus,B_Kocuria,0.29365692,P
B_Lutibacter,B_Kocuria,0.291121941,P
B_Apibacter,B_Kocuria,0.308107909,P
B_Luteipulveratus,B_Kocuria,0.277191123,P
B_Peptoniphilus,B_Chroococcidiopsis,0.275729167,P
B_Tsukamurella,B_Chroococcidiopsis,0.283644202,P
B_Gemmata,B_Chroococcidiopsis,0.27371679,P
F_Placidium,B_Brevibacterium,0.331837408,P
F_Candida,B_Brevibacterium,0.305837577,P
F_Ascitendus,B_Brevibacterium,0.321779196,P
F_Boothiomyces,B_Brevibacterium,0.292288937,P
F_Claroideoglomus,B_Brevibacterium,0.367629319,P
F_Kuzuhaea,B_Brevibacterium,0.333354682,P
B_Micromonospora,B_Hydrogenophaga,0.485405041,P
B_Georgenia,B_Hydrogenophaga,0.319282118,P
B_Lysinimonas,B_Hydrogenophaga,0.298101291,P
B_Oligotropha,B_Hydrogenophaga,0.302765084,N
B_Sporosarcina,B_Hydrogenophaga,0.326991886,N
F_Herpothallon,B_Hydrogenophaga,0.294098375,P
F_Cryomyces,B_Hydrogenophaga,0.29874083,P
F_Aspergillus,B_Hydrogenophaga,0.304619903,P
F_Placidium,B_Hydrogenophaga,0.384167304,P
F_Umbilicaria,B_Hydrogenophaga,0.286789639,P
F_Kodamaea,B_Hydrogenophaga,0.304490926,P
F_Sistotrema,B_Hydrogenophaga,0.300741156,P
F_Boothiomyces,B_Hydrogenophaga,0.518369849,P
F_Claroideoglomus,B_Hydrogenophaga,0.393769281,P
F_Kuzuhaea,B_Hydrogenophaga,0.275260093,P
B_Methylobacterium,B_Sphingobium,0.362094045,P
B_Capnocytophaga,B_Sphingobium,0.299593174,P
B_Serratia,B_Sphingobium,0.32785853,P
B_Liberibacter,B_Sphingobium,0.33504218,P
B_Riemerella,B_Sphingobium,0.283847382,P
B_Leptolyngbya,B_Sphingobium,0.303970267,P
B_Citricoccus,B_Sphingobium,0.360447807,P
B_Pontibacter,B_Sphingobium,0.284299234,P
B_Martelella,B_Sphingobium,0.313272714,P
B_Lutibacter,B_Sphingobium,0.328986393,P
B_Tetragenococcus,B_Sphingobium,0.326475591,P
B_Desulfovibrio,B_Sphingobium,0.281806065,P
B_Halothece,B_Sphingobium,0.339290407,P
F_Melanotaenium,B_Sphingobium,0.283222729,P
B_Leptotrichia,B_Dermacoccus,0.380473411,P
B_Roseomonas,B_Dermacoccus,0.28481055,P
B_Microbacterium,B_Dermacoccus,0.282343241,P
B_Janibacter,B_Dermacoccus,0.308049637,P
B_Dietzia,B_Dermacoccus,0.413402603,P
B_Kytococcus,B_Dermacoccus,0.341109155,P
B_Fusobacterium,B_Dermacoccus,0.298508831,P
B_Propionibacterium,B_Dermacoccus,0.386238686,P
B_Pseudonocardia,B_Dermacoccus,0.491460111,P
B_Capnocytophaga,B_Dermacoccus,0.281010352,P
B_Gordonia,B_Dermacoccus,0.339228687,P
B_Lautropia,B_Dermacoccus,0.283429016,P
B_Enterococcus,B_Dermacoccus,0.297402657,P
B_Liberibacter,B_Dermacoccus,0.303183127,P
B_Riemerella,B_Dermacoccus,0.476703071,P
B_Candidatus Cardinium,B_Dermacoccus,0.530057923,P
B_Elizabethkingia,B_Dermacoccus,0.40287371,P
B_Cloacibacterium,B_Dermacoccus,0.339294321,P
B_Sphingosinicella,B_Dermacoccus,0.27951489,P
B_Bosea,B_Dermacoccus,0.348066952,P
B_Finegoldia,B_Dermacoccus,0.279141317,P
B_Lachnoanaerobaculum,B_Dermacoccus,0.425214538,P
B_Thioclava,B_Dermacoccus,0.344460426,P
B_Schaalia,B_Dermacoccus,0.354852091,P
B_Arthrobacter,B_Dermacoccus,0.347532173,P
B_Bacteroides,B_Dermacoccus,0.287137303,P
B_Phenylobacterium,B_Dermacoccus,0.355649571,P
B_Nocardiopsis,B_Dermacoccus,0.287897911,P
B_Blautia,B_Dermacoccus,0.287095163,P
B_Candidatus Sulcia,B_Dermacoccus,0.327973302,P
B_Alistipes,B_Dermacoccus,0.432752171,P
B_Auritidibacter,B_Dermacoccus,0.405063562,P
B_Candidatus Saccharimonas,B_Dermacoccus,0.421338576,P
B_Tessaracoccus,B_Dermacoccus,0.3500156,P
B_Corallococcus,B_Dermacoccus,0.462650406,P
B_Arsenicicoccus,B_Dermacoccus,0.424354045,P
B_Tsukamurella,B_Dermacoccus,0.287788179,P
B_Saccharopolyspora,B_Dermacoccus,0.283996009,P
B_Porphyrobacter,B_Dermacoccus,0.283244243,P
B_Olsenella,B_Dermacoccus,0.282728087,P
B_Tannerella,B_Dermacoccus,0.2812184,P
B_Acidipropionibacterium,B_Dermacoccus,0.280399558,P
B_Pontibacter,B_Dermacoccus,0.320181716,P
B_Martelella,B_Dermacoccus,0.339924332,P
B_Acetobacter,B_Dermacoccus,0.275323031,P
B_Candidatus Phytoplasma,B_Dermacoccus,0.340256189,P
B_Lutibacter,B_Dermacoccus,0.437868839,P
B_Proteus,B_Dermacoccus,0.282958676,P
B_Tetragenococcus,B_Dermacoccus,0.361356666,P
B_Apibacter,B_Dermacoccus,0.409469311,P
B_Streptosporangium,B_Dermacoccus,0.2778902,P
B_Acidiphilium,B_Dermacoccus,0.354933317,P
B_Pseudopropionibacterium,B_Dermacoccus,0.295262949,P
B_Kordiimonas,B_Dermacoccus,0.396546625,P
B_Chromohalobacter,B_Dermacoccus,0.336659731,P
B_Blastomonas,B_Dermacoccus,0.345045668,P
B_Austwickia,B_Dermacoccus,0.30642087,P
B_Geobacillus,B_Dermacoccus,0.274127562,P
B_Victivallis,B_Dermacoccus,0.297830715,P
B_Aphanizomenon,B_Dermacoccus,0.367160754,P
F_Velutarina,B_Dermacoccus,0.316005239,N
F_Scheffersomyces,B_Dermacoccus,0.287161153,P
F_Archaeospora,B_Dermacoccus,0.305328604,P
B_Roseomonas,B_Rhodococcus,0.276353343,P
B_Frankia,B_Rhodococcus,0.317467894,P
B_Bosea,B_Rhodococcus,0.290336779,P
B_Arthrobacter,B_Rhodococcus,0.296377962,P
B_Bacteroides,B_Rhodococcus,0.332202381,P
B_Phenylobacterium,B_Rhodococcus,0.327351884,P
B_Xanthomonas,B_Rhodococcus,0.34054505,P
B_Alistipes,B_Rhodococcus,0.307068045,P
B_Candidatus Saccharimonas,B_Rhodococcus,0.281827618,P
B_Mesorhizobium,B_Rhodococcus,0.286940146,P
B_Nakamurella,B_Rhodococcus,0.315406223,P
B_Pontibacter,B_Rhodococcus,0.316865597,P
B_Kitasatospora,B_Rhodococcus,0.384051215,P
B_Francisella,B_Rhodococcus,0.306505361,P
B_Modestobacter,B_Rhodococcus,0.294664042,P
B_Myxococcus,B_Rhodococcus,0.388258322,P
B_Panacibacter,B_Rhodococcus,0.286067474,P
B_Microcoleus,B_Rhodococcus,0.281471997,P
B_Methylorubrum,B_Rhodococcus,0.295203464,P
F_Dematiopleospora,B_Rhodococcus,0.299695284,P
F_Diploospora,B_Rhodococcus,0.355171973,P
F_Dactylina,B_Rhodococcus,0.418770517,P
F_Myelochroa,B_Rhodococcus,0.314395519,P
F_Heliocephala,B_Rhodococcus,0.300586934,P
F_Luteoporia,B_Rhodococcus,0.276472697,P
F_Mortierella,B_Rhodococcus,0.313766933,N
B_Flavobacterium,B_Brevundimonas,0.275994432,P
B_Rhodobacter,B_Brevundimonas,0.289926553,P
B_Haemophilus,B_Lawsonella,0.350807205,P
F_Endocarpon,B_Lawsonella,0.284530386,P
B_Sphingosinicella,B_Haemophilus,0.300969746,P
B_Bosea,B_Haemophilus,0.289741082,P
B_Auritidibacter,B_Haemophilus,0.293784174,P
